# 通譯輸入法 測資
#
# 一份檔案，用 `## 標籤 ｜ 主測：… ｜ 來源：…` 分節。計分器共用
# `src/bin/common/testdata.rs` 讀這份，**不再各自寫死檔名清單**——
# 從前十支計分器各有一份清單而且子集互不相同，加一個檔要改十處、
# 漏一處那支就默默少量一組。
#
# ## 格式
#
# 資料列三欄，**用 TAB 分隔**（用空白分欄的行會被靜默跳過）：
#
#   文字期望 <TAB> 按鍵期望 <TAB> 按鍵序列
#
#   第一欄 文字期望：各段用 `|` 分隔，`_` = 分隔符空白自成一段
#   第二欄 按鍵期望：**同樣的切法標在按鍵層級**，`|` 就是切點位置
#   第三欄 按鍵序列：使用者實際按的鍵
#
#   第二欄是計分基準——它不需要任何推導，逐字元比對即可。
#   按鍵序列裡的空白可能是「一聲」也可能是「分隔符」，正是要測的東西：
#     `check| |u vu84`   第一個空白是分隔符（前後都切），第二個是「一」的一聲
#
# ## 四種標記，沒有第五種（見 期望基準審核.md §0）
#
#   照寫 `A|B`   正確：段數與每段文字都要一樣
#   `~` 開頭     寬容-段：只比接起來的文字，切成幾段不管
#   ` || `       寬容-列舉：命中任一個就算對（前後**都要有空白**）
#   重產         測資本身寫錯，用 mkkeys 重產
#
# ## 規矩
#
# - **按鍵序列不准手敲**，一律用 mkkeys 產生並當場驗證。舊的 100 組
#   測資就是手敲注音毀掉的（多音字判讀錯），錯的期望會把計分器帶偏
# - **不從詞庫抽樣**——抽到的必然都是引擎查得到的東西，測不出真實使用
#   的樣子。真實輸入會有詞庫沒收的組合、專有名詞、口語說法
# - **刻意保留失敗案例**：測資反映真實需求，不是反映目前的能力。把做
#   不到的排除在外數字會好看，但下次改動時無從得知有沒有修好
# - 加完新測資先跑 `check_testdata`，**要先是 0** 才算數
#
# ## 節標題的「來源」
#
#   人工          人寫的句子，不能重產
#   使用者實測    實際打字時回報的案例，不能重產
#   生成          工具產的，可以整節重產
#
# 保留集（holdout）另外標記：它的規矩是**寫的時候不看引擎輸出**，
# 產測資時不准拿引擎篩選，否則它就失去「證明泛化」的意義。


## cutpoint ｜ 主測：切點 ｜ 來源：人工
# 切點測資：三語所有排列組合
#
# 15 種組合（中/英/日 的單語重複、兩語、三語排列）× 20 句 = 300 句
# 每種組合 10 句有分隔符空白（標成獨立的 `_` 段）、10 句完全黏著。
#
# 標記規則（依「通用語言輸入法 篩選規則」canvas）：
#
# 注音按鍵依「注音按鍵合法表及對照表.md」（使用者核對過）轉換。
#
#
#
已經|_|完成	u3ru/ | |j06t/6	u3ru/  j06t/6
捷運|。|webhook|_|沒觸發|_|環境|_|那個|_|job|_|失敗|。|viewer|改|_|format|去|_|主管|_|commit|改|，|migrate|用|。|email|買|。|submit|_|表單|，|message|認|。|時間|_|討論|。|password|_|license|_|到期|，|希望|，|什麼	ru,6mp4|.|webhook| |ai4tj4z8 | |cj06ru/4| |s84ek7| |job| |g 194|.|viewer|e93| |format|fm4| |5j3ej03| |commit|e93|,|migrate|m/4|.|email|a93|.|submit| |1ul320 |,|message|bp4|.|jikann| |wl3xjp4|.|password| |license| |2l4fu6|,|vu j;4|,|gk6ai7	ru,6mp4.webhook ai4tj4z8  cj06ru/4 s84ek7 job g 194.viewere93 formatfm4 5j3ej03 commite93,migratem/4.emaila93.submit 1ul320 ,messagebp4.jikann wl3xjp4.password license 2l4fu6,vu j;4,gk6ai7
辞書|lookup|，|review|_|文件|_|editor|要|。|楽しい|deploy|_|出張|_|下週|。|commit|美味しい|資料|_|年紀|大了|，|設定|，|what|你|_|this|開|_|番号|input|。|file|開|大丈夫|，|player|買|，|早安|_|通知|_|team|_|經過那個路口	zisho|lookup|,|review| |jp6ru04| |editor|ul |.|tanoshii|deploy| |shucchou| |vu845. |.|commit|oishii|y xul4| |su06ru4|284xk7|,|gk42u/4|,|what|su3| |this|d9 | |banngou|input|.|file|d9 |daijoubu|,|player|a93|,|yl30 | |wj/ 5 | |team| |ru/ eji4s8 ek4xj4d.3	zisholookup,review jp6ru04 editorul .tanoshiideploy shucchou vu845. .commitoishiiy xul4 su06ru4284xk7,gk42u/4,whatsu3 thisd9  banngouinput.filed9 daijoubu,playera93,yl30  wj/ 5  team ru/ eji4s8 ek4xj4d.3
今日|test|。|data|_|大丈夫|_|測試|，|先|_|merge|_|確認|_|writer|買|_|特典|_|很讚|，|先|_|merge|_|確認|_|生誕|沒問題|，|網路|。|楽しい|_|deploy|_|資料|_|想想看再決定|，|質問|box|，|widget|目|。|time|開	kyou|test|.|data| |daijoubu| |hk4g4|,|vu0 | |merge| |kakuninn| |writer|a93| |tokutenn| |cp3y04|,|vu0 | |merge| |kakuninn| |seitann|ao6jp4wu6|,|j;3xj4|.|tanoshii| |deploy| |y xul4| |vu;3vu;3d04y94rm,62u/4|,|situmonn|box|,|widget|aj4|.|time|d9 	kyoutest.data daijoubu hk4g4,vu0  merge kakuninn writera93 tokutenn cp3y04,vu0  merge kakuninn seitannao6jp4wu6,j;3xj4.tanoshii deploy y xul4 vu;3vu;3d04y94rm,62u/4,situmonnbox,widgetaj4.timed9 
明天|_|call|_|客戶|，|下午|_|会議|確認|login|，|写真|修改|_|deploy|資料|_|沒問題見面|，|仕事|_|report|_|時間|_|push|_|会議|_|一起|_|あります|_|です|_|会議|build|修改|_|好吃|_|お願い|_|照片|_|我進辦公室	au/6wu0 | |call| |dk4cj4|,|vu84j3| |kaigi|fm,4bp4|login|,|shashinn|vu. e93| |deploy|y xul4| |ao6jp4wu6ru04au04|,|shigoto| |report| |g6ru0 | |push| |kaigi| |u fu3| |arimasu| |desu| |kaigi|build|vu. e93| |cl3t | |onegai| |5l4qu04| |ji3rup4104ej/ g4	au/6wu0  call dk4cj4,vu84j3 kaigifm,4bp4login,shashinnvu. e93 deployy xul4 ao6jp4wu6ru04au04,shigoto report g6ru0  push kaigi u fu3 arimasu desu kaigibuildvu. e93 cl3t  onegai 5l4qu04 ji3rup4104ej/ g4
world|_|今天|_|明日|。|picker|買|_|server|_|再起動|_|一下|，|明天見|桜|。|request|成|，|時間|limit|，|他很強|_|data|_|好|_|楽しい|。|明日|_|記得|_|bug|_|cancel|_|訂單|。|見面|わかりました|_|merge|確認	world| |rup wu0 | |ashita|.|picker|a93| |server| |saikidou| |u vu84|,|au/6wu0 ru04|sakura|.|request|t/6|,|zikann|limit|,|w8 cp3fu;6| |data| |cl3| |tanoshii|.|ashita| |ru42k6| |bug| |cancel| |2u/420 |.|ru04au04|wakarimashita| |merge|fm,4bp4	world rup wu0  ashita.pickera93 server saikidou u vu84,au/6wu0 ru04sakura.requestt/6,zikannlimit,w8 cp3fu;6 data cl3 tanoshii.ashita ru42k6 bug cancel 2u/420 .ru04au04wakarimashita mergefm,4bp4
沒問題|test|，|他想了想|，|queue|_|塞住了|，|index|要|。|辞書|lookup|_|所以|，|幫我|_|book|_|會議室|，|他見過你|_|for|開|。|会社|profile|，|今天|_|明日|_|notebook|_|test|。|alert|_|一直響|_|質問|box|，|明日|_|記得|_|bug	ao6jp4wu6|test|,|w8 vu;3xk7vu;3|,|queue| |n9 5j4xk7|,|index|ul4|.|zisho|lookup| |nji3u3|,|1; ji3| |book| |cjo4u4g4|,|w8 ru04eji4su3| |for|d9 |.|kaisha|profile|,|rup wu0 | |ashita| |notebook| |test|.|alert| |u 56vu;3| |situmonn|box|,|ashita| |ru42k6| |bug	ao6jp4wu6test,w8 vu;3xk7vu;3,queue n9 5j4xk7,indexul4.zisholookup nji3u3,1; ji3 book cjo4u4g4,w8 ru04eji4su3 ford9 .kaishaprofile,rup wu0  ashita notebook test.alert u 56vu;3 situmonnbox,ashita ru42k6 bug
then|去|，|漫画|_|很好看|。|good|_|notebook|_|runner|改|_|what|成|，|update|_|進度|_|ありがとうございました|_|sso|_|登入失敗|_|file|失礼|好|。|確認|_|login|_|学校|。|今天就這樣|。|hello|,|_|bug|一下|，|server|_|再起動|_|一下	then|fm4|,|mannga| |cp3cl3d0 |.|good| |notebook| |runner|e93| |what|t/6|,|update| |rup42j4| |arigatougozaimasita| |sso| |2/ bj4g 194| |file|shitsurei|cl3|.|fm,4bp4| |login| |gakkou|.|rup wu0 ru.45k4u;4|.|hello|,| |bug|u vu84|,|server| |saikidou| |u vu84	thenfm4,mannga cp3cl3d0 .good notebook runnere93 whatt/6,update rup42j4 arigatougozaimasita sso 2/ bj4g 194 fileshitsureicl3.fm,4bp4 login gakkou.rup wu0 ru.45k4u;4.hello, bugu vu84,server saikidou u vu84

## zh_words ｜ 主測：選字 ｜ 來源：人工
# 注音常用詞（第十一組）：100 個日常與工作用詞
#
# 這一組**只有中文**，測的是選詞層而不是切點——「打得出這個詞嗎」。
# 前十組都是混合語言，注音段多半只有一兩個字，量不到同音詞排序。
#
# 2026-09-01 加入。
#
# 【詞怎麼來的】人工寫的，依領域分佈：時間、招呼、工作、技術、
# 生活、食物、交通、情緒、虛詞、名物。**不從詞庫抽樣**——抽樣只會
# 抽到詞庫已經收好的東西，測不出真實使用的樣子（同 mixed_otaku 的
# 說明）。刻意放了同音陷阱：一般／一班、測試／策士、東京／東經、
# 休息／修習、這個、可以。
#
# 【按鍵怎麼來的】**程式產生，不手敲**——從 BPMFMappings.txt 的
# 「詞層讀音」推導（`data/` 的詞庫檔＋ keymap.rs 的鍵位表）。
# 逐字查會踩多音字：「下午」的「下」在別的詞裡是 ㄒㄧㄚˋ 也可能是
# ㄒㄧㄚˊ，只有詞層讀音才知道這個詞裡讀哪個。之前的 100 組測資
# 就是因為手敲注音而毀掉，不重蹈覆轍。
#
# 產生器：scratchpad 的 gen_words.py（詞 -> 詞層讀音 -> 鍵位）。
# 產出後用 check_testdata 驗過，100 列全部文字與按鍵對得上。
#
#
#   第二、三欄的空白是**真的空白**（注音的一聲），不是符號
今天	rup wu0 	rup wu0 
明天	au/6wu0 	au/6wu0 
昨天	yji6wu0 	yji6wu0 
下午	vu84j3	vu84j3
週末	5. ai4	5. ai4
現在	vu04y94	vu04y94
以後	u3c.4	u3c.4
剛才	e; h96	e; h96
早安	yl30 	yl30 
晚安	j030 	j030 
謝謝	vu,4vu,4	vu,4vu,4
對不起	2jo41j4fu3	2jo41j4fu3
再見	y94ru04	y94ru04
會議	cjo4u4	cjo4u4
報告	1l4el4	1l4el4
專案	5j0 04	5j0 04
需求	vm fu.6	vm fu.6
討論	wl3xjp4	wl3xjp4
確認	fm,4bp4	fm,4bp4
完成	j06t/6	j06t/6
檔案	2;304	2;304
系統	vu4wj/3	vu4wj/3
問題	jp4wu6	jp4wu6
解決	ru,3rm,6	ru,3rm,6
主管	5j3ej03	5j3ej03
同事	wj/6g4	wj/6g4
加班	ru8 10 	ru8 10 
出差	tj t9 	tj t9 
上班	g;410 	g;410 
下班	vu8410 	vu8410 
測試	hk4g4	hk4g4
開發	d9 z8 	d9 z8 
網路	j;3xj4	j;3xj4
伺服器	n4zj6fu4	n4zj6fu4
版本	1031p3	1031p3
設定	gk42u/4	gk42u/4
更新	e/ vup 	e/ vup 
錯誤	hji4j4	hji4j4
功能	ej/ s/6	ej/ s/6
介面	ru,4au04	ru,4au04
密碼	au4a83	au4a83
帳號	5;4cl4	5;4cl4
登入	2/ bj4	2/ bj4
搜尋	n. vmp6	n. vmp6
吃飯	t z04	t z04
睡覺	gjo4rul4	gjo4rul4
運動	mp42j/4	mp42j/4
洗澡	vu3yl3	vu3yl3
打掃	283nl3	283nl3
休息	vu. vu6	vu. vu6
出門	tj ap6	tj ap6
回家	cjo6ru8 	cjo6ru8 
習慣	vu6ej04	vu6ej04
早餐	yl3h0 	yl3h0 
午餐	j3h0 	j3h0 
晚餐	j03h0 	j03h0 
便當	1u042; 	1u042; 
水果	gjo3eji3	gjo3eji3
蛋糕	204el 	204el 
麵包	au041l 	au041l 
捷運	ru,6mp4	ru,6mp4
公車	ej/ tk 	ej/ tk 
火車	cji3tk 	cji3tk 
開車	d9 tk 	d9 tk 
機場	ru t;3	ru t;3
車站	tk 504	tk 504
旅行	xm3vu/6	xm3vu/6
開心	d9 vup 	d9 vup 
生氣	g/ fu4	g/ fu4
緊張	rup35; 	rup35; 
放心	z;4vup 	z;4vup 
辛苦	vup dj3	vup dj3
希望	vu j;4	vu j;4
擔心	20 vup 	20 vup 
一般	u 10 	u 10 
一起	u fu3	u fu3
因為	up jo4	up jo4
所以	nji3u3	nji3u3
但是	204g4	204g4
應該	u/ e9 	u/ e9 
還是	c96g4	c96g4
而且	-6fu,3	-6fu,3
如果	bj6eji3	bj6eji3
這個	5k4ek7	5k4ek7
什麼	gk6ai7	gk6ai7
怎麼	yk3ai7	yk3ai7
電話	2u04cj84	2u04cj84
手機	g.3ru 	g.3ru 
網站	j;3504	j;3504
照片	5l4qu04	5l4qu04
影片	u/3qu04	u/3qu04
音樂	up m,4	up m,4
天氣	wu0 fu4	wu0 fu4
環境	cj06ru/4	cj06ru/4
朋友	q/6u.3	q/6u.3
家人	ru8 bp6	ru8 bp6
學生	vm,6g/ 	vm,6g/ 
醫院	u m04	u m04
銀行	up6c;6	up6c;6
超市	tl g4	tl g4


## zh_sentences ｜ 主測：選字 ｜ 來源：生成（gen_sent.py／mkkeys --sent，人工斷詞）
# 注音長句（第十二組）：50 句純中文，測分詞
#
# 【為什麼要這一組】前面十一組的注音段有 93.3% 只有 1～2 個音節——
# 混合語言輸入天然會把中文切碎，而 1～2 個音節根本沒有分詞歧異。
# 選詞層的分詞演算法（貪婪最長匹配 vs 全域最佳化）在那種長度上
# 量不出差別。這組專門補這個盲點：每句 7～14 個音節連續不斷。
#
# 2026-09-01 加入，起因是研究 libchewing 的轉換引擎。
#
# 【句子怎麼來的】人工寫的日常與工作句，**不從詞庫抽樣**。
#
# 【按鍵怎麼來的】程式產生。先人工斷詞（空白分隔），每個詞查
# BPMFMappings 的詞層讀音；單字只接受「只有一種讀音」的，多音字
# 一律要標註（例如「的」寫成 的(ㄉㄜ˙)）否則產生器直接報錯——不猜。
# 50 句裡有 16 句因為多音字被擋下來過（要／有／會／多／看／信／
# 太／好／把／難／說），標註後才產出。
#
# 產生器：scratchpad 的 gen_sent.py。產出後用 check_testdata 驗過。
#
#
#   第二、三欄的空白是**真的空白**（注音的一聲），不是符號
我今天早上去公司開會	ji3rup wu0 yl3g;4fm4ej/ n d9 cjo4	ji3rup wu0 yl3g;4fm4ej/ n d9 cjo4
這個專案的進度有點落後	5k4ek75j0 042k7rup42j4u.32u03xji4c.4	5k4ek75j0 042k7rup42j4u.32u03xji4c.4
明天下午要跟客戶討論需求	au/6wu0 vu84j3ul4ep dk4cj4wl3xjp4vm fu.6	au/6wu0 vu84j3ul4ep dk4cj4wl3xjp4vm fu.6
請幫我確認這份資料有沒有問題	fu/31; ji3fm,4bp45k4zp4y xul4u.3ao6u.3jp4wu6	fu/31; ji3fm,4bp45k4zp4y xul4u.3ao6u.3jp4wu6
系統更新之後效能明顯改善	vu4wj/3e/ vup 5 c.4vul4s/6au/6vu03e93g04	vu4wj/3e/ vup 5 c.4vul4s/6au/6vu03e93g04
我們需要重新設計這個功能的介面	ji3ap6vm ul4tj/6vup gk4ru45k4ek7ej/ s/62k7ru,4au04	ji3ap6vm ul4tj/6vup gk4ru45k4ek7ej/ s/62k7ru,4au04
昨天的會議記錄已經寄給大家	yji6wu0 2k7cjo4u4ru4xj4u3ru/ ru4eo3284ru8 	yji6wu0 2k7cjo4u4ru4xj4u3ru/ ru4eo3284ru8 
如果有任何問題隨時跟我聯絡	bj6eji3u.3bp4ck6jp4wu6njo6g6ep ji3xu06xji4	bj6eji3u.3bp4ck6jp4wu6njo6g6ep ji3xu06xji4
這次的版本修正了幾個錯誤	5k4h42k71031p3vu. 5/4xk7ru3ek7hji4j4	5k4h42k71031p3vu. 5/4xk7ru3ek7hji4j4
測試環境跟正式環境的設定不一樣	hk4g4cj06ru/4ep 5/4g4cj06ru/42k7gk42u/41j4u u;4	hk4g4cj06ru/4ep 5/4g4cj06ru/42k7gk42u/41j4u u;4
我覺得這個方案比較可行	ji3rm,62k65k4ek7z; 041u3rul3dk3vu/6	ji3rm,62k65k4ek7z; 041u3rul3dk3vu/6
今年的目標是提升產品品質	rup su062k7aj41ul g4wu6g/ t03qup3qup356	rup su062k7aj41ul g4wu6g/ t03qup3qup356
他已經完成所有的工作	w8 u3ru/ j06t/6nji3u.32k7ej/ yji4	w8 u3ru/ j06t/6nji3u.32k7ej/ yji4
公司決定增加研發人員	ej/ n rm,62u/4y/ ru8 u06z8 bp6m06	ej/ n rm,62u/4y/ ru8 u06z8 bp6m06
這份報告需要主管簽名	5k4zp41l4el4vm ul45j3ej03fu0 au/6	5k4zp41l4el4vm ul45j3ej03fu0 au/6
我明天早上會準時到	ji3au/6wu0 yl3g;4cjo45jp3g62l4	ji3au/6wu0 yl3g;4cjo45jp3g62l4
天氣越來越冷記得多穿衣服	wu0 fu4m,4x96m,4x/3ru42k62ji tj0 u zj6	wu0 fu4m,4x96m,4x/3ru42k62ji tj0 u zj6
週末我們一起去看電影	5. ai4ji3ap6u fu3fm4d042u04u/3	5. ai4ji3ap6u fu3fm4d042u04u/3
這家餐廳的東西很好吃	5k4ru8 h0 wu/ 2k72j/ vu cp3cl3t 	5k4ru8 h0 wu/ 2k72j/ vu cp3cl3t 
你有沒有收到我寄的信	su3u.3ao6u.3g. 2l4ji3ru42k7vup4	su3u.3ao6u.3g. 2l4ji3ru42k7vup4
下班之後我想去運動	vu8410 5 c.4ji3vu;3fm4mp42j/4	vu8410 5 c.4ji3vu;3fm4mp42j/4
最近工作太忙沒有時間休息	yjo4rup4ej/ yji4w94a;6ao6u.3g6ru0 vu. vu6	yjo4rup4ej/ yji4w94a;6ao6u.3g6ru0 vu. vu6
希望明天不會下雨	vu j;4au/6wu0 1j4cjo4vu84m3	vu j;4au/6wu0 1j4cjo4vu84m3
我已經買好車票了	ji3u3ru/ a93cl3tk qul4xk7	ji3u3ru/ a93cl3tk qul4xk7
學校附近新開了一家書店	vm,6vul4zj4rup4vup d9 xk7u ru8 gj 2u04	vm,6vul4zj4rup4vup d9 xk7u ru8 gj 2u04
媽媽今天煮了很多好吃的菜	a8 a8 rup wu0 5j3xk7cp32ji cl3t 2k7h94	a8 a8 rup wu0 5j3xk7cp32ji cl3t 2k7h94
這本書的內容非常有趣	5k41p3gj 2k7so4bj/6zo t;6u.3fm4	5k41p3gj 2k7so4bj/6zo t;6u.3fm4
他們正在討論明年的計畫	w8 ap65/4y94wl3xjp4au/6su062k7ru4cj84	w8 ap65/4y94wl3xjp4au/6su062k7ru4cj84
請把門關好	fu/3183ap6ej0 cl3	fu/3183ap6ej0 cl3
我需要一台新的電腦	ji3vm ul4u w96vup 2k72u04sl3	ji3vm ul4u w96vup 2k72u04sl3
資料庫的查詢速度變慢了	y xul4dj42k7t86vmp6nj42j41u04a04xk7	y xul4dj42k7t86vmp6nj42j41u04a04xk7
這個錯誤應該是設定造成的	5k4ek7hji4j4u/ e9 g4gk42u/4yl4t/62k7	5k4ek7hji4j4u/ e9 g4gk42u/4yl4t/62k7
我會在明天之前完成這個任務	ji3cjo4y94au/6wu0 5 fu06j06t/65k4ek7bp4j4	ji3cjo4y94au/6wu0 5 fu06j06t/65k4ek7bp4j4
使用者反應這個功能很難使用	g3m/45k3z03u/45k4ek7ej/ s/6cp3s06g3m/4	g3m/45k3z03u/45k4ek7ej/ s/6cp3s06g3m/4
我們應該先確認需求再開始開發	ji3ap6u/ e9 vu0 fm,4bp4vm fu.6y94d9 g3d9 z8 	ji3ap6u/ e9 vu0 fm,4bp4vm fu.6y94d9 g3d9 z8 
這段程式的邏輯有點複雜	5k42j04t/6g42k7xji6ru6u.32u03zj4y86	5k42j04t/6g42k7xji6ru6u.32u03zj4y86
他的想法跟我完全不同	w8 2k7vu;3z83ep ji3j06fm061j4wj/6	w8 2k7vu;3z83ep ji3j06fm061j4wj/6
今天的天氣很適合出去走走	rup wu0 2k7wu0 fu4cp3g4ck6tj fm4y.3y.3	rup wu0 2k7wu0 fu4cp3g4ck6tj fm4y.3y.3
記得明天帶傘出門	ru42k6au/6wu0 294n03tj ap6	ru42k6au/6wu0 294n03tj ap6
這個問題我想了很久	5k4ek7jp4wu6ji3vu;3xk7cp3ru.3	5k4ek7jp4wu6ji3vu;3xk7cp3ru.3
公司提供很好的福利	ej/ n wu6ej/ cp3cl32k7zj6xu4	ej/ n wu6ej/ cp3cl32k7zj6xu4
新的版本下週就會上線	vup 2k71031p3vu845. ru.4cjo4g;4vu04	vup 2k71031p3vu845. ru.4cjo4g;4vu04
我已經跟他說過這件事	ji3u3ru/ ep w8 gji eji45k4ru04g4	ji3u3ru/ ep w8 gji eji45k4ru04g4
這個網站的設計很漂亮	5k4ek7j;35042k7gk4ru4cp3qul4xu;4	5k4ek7j;35042k7gk4ru4cp3qul4xu;4
請告訴我你的想法	fu/3el4nj4ji3su32k7vu;3z83	fu/3el4nj4ji3su32k7vu;3z83
明天的會議改到下午三點	au/6wu0 2k7cjo4u4e932l4vu84j3n0 2u03	au/6wu0 2k7cjo4u4e932l4vu84j3n0 2u03
我覺得這樣做比較安全	ji3rm,62k65k4u;4yji41u3rul30 fm06	ji3rm,62k65k4u;4yji41u3rul30 fm06
這些資料需要重新整理	5k4vu, y xul4vm ul4tj/6vup 5/3xu3	5k4vu, y xul4vm ul4tj/6vup 5/3xu3
他是我們部門最資深的工程師	w8 g4ji3ap61j4ap6yjo4y gp 2k7ej/ t/6g 	w8 g4ji3ap61j4ap6yjo4y gp 2k7ej/ t/6g 
謝謝你的幫忙	vu,4vu,4su32k71; a;6	vu,4vu,4su32k71; a;6


#
# ---- 2026-09-07 補 50 句：更多日常與工作長句 ----
# 一樣是**逐詞查詞層讀音**產的（mkkeys --sent 每個詞一段），再把純中文的
# 相鄰段併成一段——中文相鄰同語言不切。
# 為什麼一定要逐詞：整句丟給工具會逐字拼，多音字全錯（會議→悔意、
# 報告→報故、提前→十錢）。那是測資錯，不是引擎錯。
今天的會議延到下午三點	rup wu0 2k7cjo4u4u062l4vu84j3n0 2u03	rup wu0 2k7cjo4u4u062l4vu84j3n0 2u03
這份報告需要重新整理	5o4zp41l4el4vm ul4tj/6vup 5/3xu3	5o4zp41l4el4vm ul4tj/6vup 5/3xu3
我們明天再討論這個問題	ji3ap6au/6wu0 y94wl3xjp45k4ek7jp4wu6	ji3ap6au/6wu0 y94wl3xjp45k4ek7jp4wu6
請幫我確認一下庫存數量	fu/31; ji3fm,4bp4u vu84dj4hjp6gj4xu;4	fu/31; ji3fm,4bp4u vu84dj4hjp6gj4xu;4
他昨天已經把資料寄出去了	w8 yji6wu0 u3ru/ 183y xul4ru4tj fm4xk7	w8 yji6wu0 u3ru/ 183y xul4ru4tj fm4xk7
公司決定調整明年的預算	ej/ n rm,62u/4wul65/3au/6su062k7m4nj04	ej/ n rm,62u/4wul65/3au/6su062k7m4nj04
這個功能還在測試階段	5k4ek7ej/ s/6c96y94hk4g4ru, 2j04	5k4ek7ej/ s/6c96y94hk4g4ru, 2j04
客戶希望提前一週交件	dk4cj4vu j;4wu6fu06u 5. rul ru04	dk4cj4vu j;4wu6fu06u 5. rul ru04
我覺得這樣安排比較合理	ji3rm,62k65k4u;40 q961u3rul3ck6xu3	ji3rm,62k65k4u;40 q961u3rul3ck6xu3
記得提醒他準備簡報	ru42k6wu6vu/3w8 5jp31o4ru031l4	ru42k6wu6vu/3w8 5jp31o4ru031l4
週末的天氣看起來不錯	5. ai42k7wu0 fu4d04fu3x961j6hji4	5. ai42k7wu0 fu4d04fu3x961j6hji4
那家餐廳的服務很周到	s8 ej h0 wu/ 2k7zj6j4cp35. 2l4	s8 ej h0 wu/ 2k7zj6j4cp35. 2l4
最近工作壓力有點大	yjo4rup4ej/ yji4u8 xu4u.32u03284	yjo4rup4ej/ yji4u8 xu4u.32u03284
他們正在規劃新的專案	w8 ap65/4y94ejo cj84vup 2k75j0 04	w8 ap65/4y94ejo cj84vup 2k75j0 04
這條路線比較不會塞車	5o4wul6xj4vu041u3rul31j6cjo4n9 tk 	5o4wul6xj4vu041u3rul31j6cjo4n9 tk 
老師說下週要交作業	xl3g gji vu845. ul rul yji4u,4	xl3g gji vu845. ul rul yji4u,4
我打算下個月開始運動	ji3283nj04vu84ek4m,4d9 g3mp42j/4	ji3283nj04vu84ek4m,4d9 g3mp42j/4
這台電腦的效能還可以	5o4w962u04sl32k7vul4s/6c96dk3u3	5o4w962u04sl32k7vul4s/6c96dk3u3
他對這個領域很有研究	w8 2jo45k4ek7xu/3m4cp3u.3u06ru.4	w8 2jo45k4ek7xu/3m4cp3u.3u06ru.4
請問還有其他問題嗎	fu/3jp4c96u.3fu6w8 jp4wu6a8 	fu/3jp4c96u.3fu6w8 jp4wu6a8 
今年的目標已經達成一半	rup su062k7aj41ul u3ru/ 286t/6u 104	rup su062k7aj41ul u3ru/ 286t/6u 104
那本書我看到第三章	s831p3gj ji3d042l42u4n0 5; 	s831p3gj ji3d042l42u4n0 5; 
我們需要更多的時間準備	ji3ap6vm ul4e/42ji 2k7g6ru0 5jp31o4	ji3ap6vm ul4e/42ji 2k7g6ru0 5jp31o4
這個價格已經很優惠了	5k4ek7ru84ek6u3ru/ cp3u. cjo4xk7	5k4ek7ru84ek6u3ru/ cp3u. cjo4xk7
他的建議值得參考	w8 2k7ru04u4562k6h0 dl3	w8 2k7ru04u4562k6h0 dl3
明天記得帶身分證過來	au/6wu0 ru42k6294gp zp 5/4eji4x96	au/6wu0 ru42k6294gp zp 5/4eji4x96
這件事情要盡快處理	5k4ru04g4fu/6ul rup4dj94tj3xu3	5k4ru04g4fu/6ul rup4dj94tj3xu3
公司附近有很多餐廳	ej/ n zj4rup4u.3cp32ji h0 wu/ 	ej/ n zj4rup4u.3cp32ji h0 wu/ 
他每天都會提早到公司	w8 ao3wu0 2. cjo4wu6yl32l4ej/ n 	w8 ao3wu0 2. cjo4wu6yl32l4ej/ n 
這次的活動辦得很成功	5k4h42k7cji62j/41042k6cp3t/6ej/ 	5k4h42k7cji62j/41042k6cp3t/6ej/ 
我還沒收到你的回覆	ji3c96ao6g. 2l4su32k7cjo6zj4	ji3c96ao6g. 2l4su32k7cjo6zj4
那個系統昨天當機了	s84ek7vu4wj/3yji6wu0 2;4ru xk7	s84ek7vu4wj/3yji6wu0 2;4ru xk7
請把檔案存到共用資料夾	fu/31832;304hjp62l4ej/4m/4y xul4ru86	fu/31832;304hjp62l4ej/4m/4y xul4ru86
我們應該先確認需求	ji3ap6u/ e9 vu0 fm,4bp4vm fu.6	ji3ap6u/ e9 vu0 fm,4bp4vm fu.6
這份合約需要主管簽名	5o4zp4ck6m, vm ul45j3ej03fu0 au/6	5o4zp4ck6m, vm ul45j3ej03fu0 au/6
他負責整個團隊的管理	w8 zj4yk65/3ek7wj062jo42k7ej03xu3	w8 zj4yk65/3ek7wj062jo42k7ej03xu3
今年冬天特別冷	rup su062j/ wu0 wk41u,6x/3	rup su062j/ wu0 wk41u,6x/3
那間店的東西不太便宜	s83ru0 2u042k72j/ vu 1j6w94qu06u6	s83ru0 2u042k72j/ vu 1j6w94qu06u6
我想申請下週的假期	ji3vu;3gp fu/3vu845. 2k7ru84fu6	ji3vu;3gp fu/3vu845. 2k7ru84fu6
這個設計看起來很專業	5k4ek7gk4ru4d04fu3x96cp35j0 u,4	5k4ek7gk4ru4d04fu3x96cp35j0 u,4
他們已經搬到新辦公室	w8 ap6u3ru/ 10 2l4vup 104ej/ g4	w8 ap6u3ru/ 10 2l4vup 104ej/ g4
請問這附近有停車場嗎	fu/3jp45o4zj4rup4u.3wu/6tk t;3a8 	fu/3jp45o4zj4rup4u.3wu/6tk t;3a8 
這道菜的味道很特別	5o42l4h942k7jo42l4cp3wk41u,6	5o42l4h942k7jo42l4cp3wk41u,6
